id,scholarship_id,discipline
1066,617,Computer science and IT
1067,633,Computer science and IT
1068,665,Computer science and IT
1069,715,Computer science and IT
1070,721,Computer science and IT
1071,746,Computer science and IT
1072,748,Computer science and IT
1073,759,Computer science and IT
1074,784,Computer science and IT
1075,810,Computer science and IT
1076,819,Computer science and IT
1077,824,Computer science and IT
1078,861,Computer science and IT
1079,873,Computer science and IT
1080,875,Computer science and IT
1081,894,Computer science and IT
1082,897,Computer science and IT
1083,909,Computer science and IT
1084,945,Computer science and IT
1085,951,Computer science and IT
1086,965,Computer science and IT
1087,966,Computer science and IT
1088,1037,Computer science and IT
1089,1065,Computer science and IT
1090,1110,Computer science and IT
1091,1111,Computer science and IT
1092,1169,Computer science and IT
1093,44,Environmental studies and earth sciences
1094,50,Environmental studies and earth sciences
1095,62,Environmental studies and earth sciences
1096,65,Environmental studies and earth sciences
1097,91,Environmental studies and earth sciences
1098,103,Environmental studies and earth sciences
1099,129,Environmental studies and earth sciences
1100,136,Environmental studies and earth sciences
1101,140,Environmental studies and earth sciences
1102,166,Environmental studies and earth sciences
1103,167,Environmental studies and earth sciences
1104,184,Environmental studies and earth sciences
1105,202,Environmental studies and earth sciences
1106,244,Environmental studies and earth sciences
1107,278,Environmental studies and earth sciences
1108,287,Environmental studies and earth sciences
1109,294,Environmental studies and earth sciences
1110,305,Environmental studies and earth sciences
1111,329,Environmental studies and earth sciences
1112,352,Environmental studies and earth sciences
1113,371,Environmental studies and earth sciences
1114,376,Environmental studies and earth sciences
1115,392,Environmental studies and earth sciences
1116,429,Environmental studies and earth sciences
1117,452,Environmental studies and earth sciences
1118,469,Environmental studies and earth sciences
1119,486,Environmental studies and earth sciences
1120,489,Environmental studies and earth sciences
1121,496,Environmental studies and earth sciences
1122,508,Environmental studies and earth sciences
1123,571,Environmental studies and earth sciences
1124,591,Environmental studies and earth sciences
1125,594,Environmental studies and earth sciences
1126,616,Environmental studies and earth sciences
1127,617,Environmental studies and earth sciences
1128,627,Environmental studies and earth sciences
1129,636,Environmental studies and earth sciences
1130,641,Environmental studies and earth sciences
1131,645,Environmental studies and earth sciences
1132,688,Environmental studies and earth sciences
1133,736,Environmental studies and earth sciences
1134,764,Environmental studies and earth sciences
1135,808,Environmental studies and earth sciences
1136,817,Environmental studies and earth sciences
1137,824,Environmental studies and earth sciences
1138,830,Environmental studies and earth sciences
1139,833,Environmental studies and earth sciences
1140,844,Environmental studies and earth sciences
1141,861,Environmental studies and earth sciences
1142,883,Environmental studies and earth sciences
1143,900,Environmental studies and earth sciences
1144,908,Environmental studies and earth sciences
1145,956,Environmental studies and earth sciences
1146,959,Environmental studies and earth sciences
1147,977,Environmental studies and earth sciences
1148,980,Environmental studies and earth sciences
1149,1033,Environmental studies and earth sciences
1150,1072,Environmental studies and earth sciences
1151,1086,Environmental studies and earth sciences
1152,1108,Environmental studies and earth sciences
1153,1110,Environmental studies and earth sciences
1154,1111,Environmental studies and earth sciences
1155,1162,Environmental studies and earth sciences
1156,1165,Environmental studies and earth sciences
1157,1176,Environmental studies and earth sciences
1158,3,Arts Design and Photography
1159,12,Arts Design and Photography
1160,30,Arts Design and Photography
1161,55,Arts Design and Photography
1162,67,Arts Design and Photography
1163,69,Arts Design and Photography
1164,70,Arts Design and Photography
1165,114,Arts Design and Photography
1166,176,Arts Design and Photography
1167,177,Arts Design and Photography
1168,226,Arts Design and Photography
1169,287,Arts Design and Photography
1170,320,Arts Design and Photography
1171,398,Arts Design and Photography
1172,491,Arts Design and Photography
1173,554,Arts Design and Photography
1174,617,Arts Design and Photography
1175,620,Arts Design and Photography
1176,627,Arts Design and Photography
1177,633,Arts Design and Photography
1178,635,Arts Design and Photography
1179,650,Arts Design and Photography
1180,668,Arts Design and Photography
1181,670,Arts Design and Photography
1182,739,Arts Design and Photography
1183,819,Arts Design and Photography
1184,893,Arts Design and Photography
1185,905,Arts Design and Photography
1186,926,Arts Design and Photography
1187,969,Arts Design and Photography
1188,1019,Arts Design and Photography
1189,1063,Arts Design and Photography
1190,1088,Arts Design and Photography
1191,1140,Arts Design and Photography
1192,1184,Arts Design and Photography
1193,18,Engineer and Technology
1194,30,Engineer and Technology
1195,47,Engineer and Technology
1196,50,Engineer and Technology
1197,66,Engineer and Technology
1198,67,Engineer and Technology
1199,77,Engineer and Technology
1200,90,Engineer and Technology
1201,91,Engineer and Technology
1202,103,Engineer and Technology
1203,105,Engineer and Technology
1204,121,Engineer and Technology
1205,126,Engineer and Technology
1206,136,Engineer and Technology
1207,145,Engineer and Technology
1208,152,Engineer and Technology
1209,155,Engineer and Technology
1210,157,Engineer and Technology
1211,165,Engineer and Technology
1212,184,Engineer and Technology
1213,192,Engineer and Technology
1214,197,Engineer and Technology
1215,205,Engineer and Technology
1216,217,Engineer and Technology
1217,241,Engineer and Technology
1218,242,Engineer and Technology
1219,262,Engineer and Technology
1220,263,Engineer and Technology
1221,287,Engineer and Technology
1222,291,Engineer and Technology
1223,293,Engineer and Technology
1224,305,Engineer and Technology
1225,324,Engineer and Technology
1226,336,Engineer and Technology
1227,337,Engineer and Technology
1228,345,Engineer and Technology
1229,353,Engineer and Technology
1230,361,Engineer and Technology
1231,365,Engineer and Technology
1232,366,Engineer and Technology
1233,368,Engineer and Technology
1234,376,Engineer and Technology
1235,428,Engineer and Technology
1236,431,Engineer and Technology
1237,440,Engineer and Technology
1238,449,Engineer and Technology
1239,453,Engineer and Technology
1240,469,Engineer and Technology
1241,486,Engineer and Technology
1242,505,Engineer and Technology
1243,507,Engineer and Technology
1244,517,Engineer and Technology
1245,530,Engineer and Technology
1246,553,Engineer and Technology
1247,572,Engineer and Technology
1248,575,Engineer and Technology
1249,596,Engineer and Technology
1250,599,Engineer and Technology
1251,608,Engineer and Technology
1252,610,Engineer and Technology
1253,614,Engineer and Technology
1254,616,Engineer and Technology
1255,617,Engineer and Technology
1256,620,Engineer and Technology
1257,627,Engineer and Technology
1258,633,Engineer and Technology
1259,636,Engineer and Technology
1260,653,Engineer and Technology
1261,655,Engineer and Technology
1262,665,Engineer and Technology
1263,715,Engineer and Technology
1264,720,Engineer and Technology
1265,721,Engineer and Technology
1266,740,Engineer and Technology
1267,748,Engineer and Technology
1268,750,Engineer and Technology
1269,769,Engineer and Technology
1270,770,Engineer and Technology
1271,784,Engineer and Technology
1272,798,Engineer and Technology
1273,810,Engineer and Technology
1274,811,Engineer and Technology
1275,819,Engineer and Technology
1276,825,Engineer and Technology
1277,830,Engineer and Technology
1278,841,Engineer and Technology
1279,853,Engineer and Technology
1280,861,Engineer and Technology
1281,867,Engineer and Technology
1282,868,Engineer and Technology
1283,877,Engineer and Technology
1284,888,Engineer and Technology
1285,897,Engineer and Technology
1286,909,Engineer and Technology
1287,945,Engineer and Technology
1288,956,Engineer and Technology
1289,965,Engineer and Technology
1290,969,Engineer and Technology
1291,995,Engineer and Technology
1292,1025,Engineer and Technology
1293,1033,Engineer and Technology
1294,1037,Engineer and Technology
1295,1046,Engineer and Technology
1296,1065,Engineer and Technology
1297,1068,Engineer and Technology
1298,1072,Engineer and Technology
1299,1086,Engineer and Technology
1300,1110,Engineer and Technology
1301,1118,Engineer and Technology
1302,1134,Engineer and Technology
1303,1140,Engineer and Technology
1304,1176,Engineer and Technology
1305,1183,Engineer and Technology
1306,16,Hospitality Tourism and Sports
1307,125,Hospitality Tourism and Sports
1308,176,Hospitality Tourism and Sports
1309,188,Hospitality Tourism and Sports
1310,245,Hospitality Tourism and Sports
1311,408,Hospitality Tourism and Sports
1312,461,Hospitality Tourism and Sports
1313,485,Hospitality Tourism and Sports
1314,561,Hospitality Tourism and Sports
1315,617,Hospitality Tourism and Sports
1316,627,Hospitality Tourism and Sports
1317,635,Hospitality Tourism and Sports
1318,823,Hospitality Tourism and Sports
1319,829,Hospitality Tourism and Sports
1320,843,Hospitality Tourism and Sports
1321,999,Hospitality Tourism and Sports
1322,16,Hospitality Tourism and Sports
1323,125,Hospitality Tourism and Sports
1324,176,Hospitality Tourism and Sports
1325,188,Hospitality Tourism and Sports
1326,245,Hospitality Tourism and Sports
1327,408,Hospitality Tourism and Sports
1328,461,Hospitality Tourism and Sports
1329,485,Hospitality Tourism and Sports
1330,561,Hospitality Tourism and Sports
1331,617,Hospitality Tourism and Sports
1332,627,Hospitality Tourism and Sports
1333,635,Hospitality Tourism and Sports
1334,823,Hospitality Tourism and Sports
1335,829,Hospitality Tourism and Sports
1336,843,Hospitality Tourism and Sports
1337,999,Hospitality Tourism and Sports
1338,3,Arts Design and Photography
1339,12,Arts Design and Photography
1340,30,Arts Design and Photography
1341,55,Arts Design and Photography
1342,67,Arts Design and Photography
1343,69,Arts Design and Photography
1344,70,Arts Design and Photography
1345,114,Arts Design and Photography
1346,176,Arts Design and Photography
1347,177,Arts Design and Photography
1348,226,Arts Design and Photography
1349,287,Arts Design and Photography
1350,320,Arts Design and Photography
1351,398,Arts Design and Photography
1352,491,Arts Design and Photography
1353,554,Arts Design and Photography
1354,617,Arts Design and Photography
1355,620,Arts Design and Photography
1356,627,Arts Design and Photography
1357,633,Arts Design and Photography
1358,635,Arts Design and Photography
1359,650,Arts Design and Photography
1360,668,Arts Design and Photography
1361,670,Arts Design and Photography
1362,739,Arts Design and Photography
1363,819,Arts Design and Photography
1364,893,Arts Design and Photography
1365,905,Arts Design and Photography
1366,926,Arts Design and Photography
1367,969,Arts Design and Photography
1368,1019,Arts Design and Photography
1369,1063,Arts Design and Photography
1370,1088,Arts Design and Photography
1371,1140,Arts Design and Photography
1372,1184,Arts Design and Photography
1373,33,Social sciences and Humanities
1374,50,Social sciences and Humanities
1375,51,Social sciences and Humanities
1376,55,Social sciences and Humanities
1377,65,Social sciences and Humanities
1378,91,Social sciences and Humanities
1379,129,Social sciences and Humanities
1380,140,Social sciences and Humanities
1381,184,Social sciences and Humanities
1382,187,Social sciences and Humanities
1383,194,Social sciences and Humanities
1384,197,Social sciences and Humanities
1385,213,Social sciences and Humanities
1386,243,Social sciences and Humanities
1387,245,Social sciences and Humanities
1388,261,Social sciences and Humanities
1389,287,Social sciences and Humanities
1390,304,Social sciences and Humanities
1391,318,Social sciences and Humanities
1392,330,Social sciences and Humanities
1393,331,Social sciences and Humanities
1394,340,Social sciences and Humanities
1395,345,Social sciences and Humanities
1396,349,Social sciences and Humanities
1397,356,Social sciences and Humanities
1398,367,Social sciences and Humanities
1399,390,Social sciences and Humanities
1400,417,Social sciences and Humanities
1401,429,Social sciences and Humanities
1402,443,Social sciences and Humanities
1403,450,Social sciences and Humanities
1404,476,Social sciences and Humanities
1405,477,Social sciences and Humanities
1406,483,Social sciences and Humanities
1407,488,Social sciences and Humanities
1408,489,Social sciences and Humanities
1409,581,Social sciences and Humanities
1410,591,Social sciences and Humanities
1411,594,Social sciences and Humanities
1412,607,Social sciences and Humanities
1413,613,Social sciences and Humanities
1414,617,Social sciences and Humanities
1415,620,Social sciences and Humanities
1416,621,Social sciences and Humanities
1417,626,Social sciences and Humanities
1418,627,Social sciences and Humanities
1419,633,Social sciences and Humanities
1420,645,Social sciences and Humanities
1421,646,Social sciences and Humanities
1422,665,Social sciences and Humanities
1423,669,Social sciences and Humanities
1424,670,Social sciences and Humanities
1425,671,Social sciences and Humanities
1426,680,Social sciences and Humanities
1427,684,Social sciences and Humanities
1428,707,Social sciences and Humanities
1429,720,Social sciences and Humanities
1430,721,Social sciences and Humanities
1431,736,Social sciences and Humanities
1432,743,Social sciences and Humanities
1433,748,Social sciences and Humanities
1434,754,Social sciences and Humanities
1435,755,Social sciences and Humanities
1436,756,Social sciences and Humanities
1437,763,Social sciences and Humanities
1438,765,Social sciences and Humanities
1439,779,Social sciences and Humanities
1440,788,Social sciences and Humanities
1441,792,Social sciences and Humanities
1442,799,Social sciences and Humanities
1443,800,Social sciences and Humanities
1444,824,Social sciences and Humanities
1445,828,Social sciences and Humanities
1446,872,Social sciences and Humanities
1447,893,Social sciences and Humanities
1448,902,Social sciences and Humanities
1449,909,Social sciences and Humanities
1450,916,Social sciences and Humanities
1451,917,Social sciences and Humanities
1452,923,Social sciences and Humanities
1453,926,Social sciences and Humanities
1454,928,Social sciences and Humanities
1455,935,Social sciences and Humanities
1456,938,Social sciences and Humanities
1457,950,Social sciences and Humanities
1458,952,Social sciences and Humanities
1459,967,Social sciences and Humanities
1460,969,Social sciences and Humanities
1461,975,Social sciences and Humanities
1462,983,Social sciences and Humanities
1463,988,Social sciences and Humanities
1464,998,Social sciences and Humanities
1465,1009,Social sciences and Humanities
1466,1038,Social sciences and Humanities
1467,1047,Social sciences and Humanities
1468,1063,Social sciences and Humanities
1469,1071,Social sciences and Humanities
1470,1114,Social sciences and Humanities
1471,1135,Social sciences and Humanities
1472,1144,Social sciences and Humanities
1473,1151,Social sciences and Humanities
1474,1177,Social sciences and Humanities
